store_nbr,family,city,state,store_type,cluster,mean_units,total_units,zero_share,group,lead_time,shelf_life,q_star
8,HOME CARE,Quito,Pichincha,D,8,297.15314,391945.0,0.2059925,grocery,2,0,0.98
8,LADIESWEAR,Quito,Pichincha,D,8,31.683094,41790.0,0.22696629,hardware,7,0,0.98
8,LAWN AND GARDEN,Quito,Pichincha,D,8,16.825907,28318.0,0.018246027,hardware,7,0,0.98
8,LINGERIE,Quito,Pichincha,D,8,22.396317,37693.0,0.002354326,hardware,7,0,0.98
8,"LIQUOR,WINE,BEER",Quito,Pichincha,D,8,147.69281,248567.0,0.10888758,grocery,2,0,0.98
8,MAGAZINES,Quito,Pichincha,D,8,10.514784,13869.0,0.21498127,grocery,3,0,0.98
8,MEATS,Quito,Pichincha,D,8,519.63324,874542.75,0.002354326,perishable,1,3,0.5
8,PERSONAL CARE,Quito,Pichincha,D,8,327.70053,551520.0,0.0029429076,grocery,2,0,0.98
8,PET SUPPLIES,Quito,Pichincha,D,8,12.964367,17100.0,0.22322097,grocery,3,0,0.98
8,PLAYERS AND ELECTRONICS,Quito,Pichincha,D,8,14.37301,18958.0,0.22696629,hardware,7,0,0.98
8,POULTRY,Quito,Pichincha,D,8,599.0144,1.00814125e+06,0.002354326,perishable,1,3,0.5
8,PREPARED FOODS,Quito,Pichincha,D,8,212.0784,356927.94,0.002354326,perishable,1,2,0.5
8,PRODUCE,Quito,Pichincha,D,8,3200.1406,5.1522265e+06,0.11808118,perishable,1,4,0.5618265777321704
8,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,D,8,0.62335384,710.0,0.638961,grocery,3,0,0.98
8,SEAFOOD,Quito,Pichincha,D,8,55.764816,93852.19,0.002354326,perishable,1,2,0.5
9,AUTOMOTIVE,Quito,Pichincha,B,6,13.878788,23358.0,0.007062978,hardware,7,0,0.98
9,BABY CARE,Quito,Pichincha,B,6,0.26666668,336.0,0.8134796,grocery,3,0,0.98
9,BEAUTY,Quito,Pichincha,B,6,5.5157456,9283.0,0.027663331,grocery,3,0,0.98
9,BEVERAGES,Quito,Pichincha,B,6,2743.5508,4.617396e+06,0.002354326,grocery,2,0,0.98
9,BREAD/BAKERY,Quito,Pichincha,B,6,567.93823,955840.0,0.002354326,perishable,1,2,0.5
9,CELEBRATION,Quito,Pichincha,B,6,12.325247,16257.0,0.23146068,grocery,3,0,0.98
9,CLEANING,Quito,Pichincha,B,6,1722.7368,2.899366e+06,0.002354326,grocery,2,0,0.98
9,DAIRY,Quito,Pichincha,B,6,746.2418,1.255925e+06,0.002354326,perishable,1,5,0.5
9,DELI,Quito,Pichincha,B,6,584.9694,984503.56,0.002354326,perishable,1,3,0.5
9,EGGS,Quito,Pichincha,B,6,192.77719,324444.0,0.002354326,perishable,1,5,0.5
9,FROZEN FOODS,Quito,Pichincha,B,6,124.78618,210015.14,0.002354326,grocery,2,0,0.98
9,GROCERY I,Quito,Pichincha,B,6,6151.574,1.0353099e+07,0.002354326,grocery,2,0,0.98
9,GROCERY II,Quito,Pichincha,B,6,11.475936,19314.0,0.015891701,grocery,3,0,0.98
9,HARDWARE,Quito,Pichincha,B,6,1.8882283,3176.0,0.22084805,hardware,7,0,0.98
9,HOME AND KITCHEN I,Quito,Pichincha,B,6,42.369976,55886.0,0.11460674,hardware,7,0,0.98
9,HOME AND KITCHEN II,Quito,Pichincha,B,6,25.01668,32997.0,0.11460674,hardware,7,0,0.98
9,HOME APPLIANCES,Quito,Pichincha,B,6,0.3962941,663.0,0.7223209,hardware,7,0,0.98
9,HOME CARE,Quito,Pichincha,B,6,368.7483,486379.0,0.2059925,grocery,2,0,0.98
9,LADIESWEAR,Quito,Pichincha,B,6,12.098559,15958.0,0.22771536,hardware,7,0,0.98
9,LAWN AND GARDEN,Quito,Pichincha,B,6,4.216538,7088.0,0.14555097,hardware,7,0,0.98
9,LINGERIE,Quito,Pichincha,B,6,9.058229,15245.0,0.023543261,hardware,7,0,0.98
9,"LIQUOR,WINE,BEER",Quito,Pichincha,B,6,51.427807,86553.0,0.109476164,grocery,2,0,0.98
9,MAGAZINES,Quito,Pichincha,B,6,2.151118,2790.0,0.43945163,grocery,3,0,0.98
9,MEATS,Quito,Pichincha,B,6,377.1664,634771.06,0.002354326,perishable,1,3,0.5
9,PERSONAL CARE,Quito,Pichincha,B,6,443.631,746631.0,0.002354326,grocery,2,0,0.98
9,PET SUPPLIES,Quito,Pichincha,B,6,4.3184233,5696.0,0.25093633,grocery,3,0,0.98
9,PLAYERS AND ELECTRONICS,Quito,Pichincha,B,6,8.714935,11495.0,0.22771536,hardware,7,0,0.98
9,POULTRY,Quito,Pichincha,B,6,484.16788,814854.56,0.002354326,perishable,1,3,0.5
9,PREPARED FOODS,Quito,Pichincha,B,6,88.81516,149475.92,0.002354326,perishable,1,2,0.5
9,PRODUCE,Quito,Pichincha,B,6,1237.318,1.6320225e+06,0.22696629,perishable,1,4,0.5618265777321704
9,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,B,6,7.7255497,10190.0,0.31310862,grocery,3,0,0.98
9,SEAFOOD,Quito,Pichincha,B,6,16.894426,28433.32,0.0064743967,perishable,1,2,0.5
10,AUTOMOTIVE,Quito,Pichincha,C,15,3.0849674,5192.0,0.11653914,hardware,7,0,0.98
10,BABY CARE,Quito,Pichincha,C,15,0.404741,461.0,0.84329003,grocery,3,0,0.98
10,BEAUTY,Quito,Pichincha,C,15,1.3737373,2312.0,0.31665686,grocery,3,0,0.98
10,BEVERAGES,Quito,Pichincha,C,15,895.62744,1.507341e+06,0.002354326,grocery,2,0,0.98
10,BREAD/BAKERY,Quito,Pichincha,C,15,113.73797,191421.0,0.002354326,perishable,1,2,0.5
10,CELEBRATION,Quito,Pichincha,C,15,3.3464746,4414.0,0.30411986,grocery,3,0,0.98
10,CLEANING,Quito,Pichincha,C,15,778.27094,1.30983e+06,0.002354326,grocery,2,0,0.98
10,DAIRY,Quito,Pichincha,C,15,251.07486,422559.0,0.002354326,perishable,1,5,0.5
10,DELI,Quito,Pichincha,C,15,249.32323,419611.0,0.002354326,perishable,1,3,0.5
10,EGGS,Quito,Pichincha,C,15,48.88057,82266.0,0.002354326,perishable,1,5,0.5
10,FROZEN FOODS,Quito,Pichincha,C,15,43.52832,73258.164,0.002354326,grocery,2,0,0.98
10,GROCERY I,Quito,Pichincha,C,15,2451.7053,4.1262202e+06,0.002354326,grocery,2,0,0.98
10,GROCERY II,Quito,Pichincha,C,15,3.701723,6230.0,0.19482048,grocery,3,0,0.98
10,HARDWARE,Quito,Pichincha,C,15,0.6838978,1151.0,0.57210124,hardware,7,0,0.98
10,HOME AND KITCHEN I,Quito,Pichincha,C,15,9.429113,12437.0,0.12808989,hardware,7,0,0.98
10,HOME AND KITCHEN II,Quito,Pichincha,C,15,6.88931,9087.0,0.13033707,hardware,7,0,0.98
10,HOME APPLIANCES,Quito,Pichincha,C,15,0.18181819,304.0,0.8329384,hardware,7,0,0.98
10,HOME CARE,Quito,Pichincha,C,15,152.80136,201545.0,0.2059925,grocery,2,0,0.98
10,LADIESWEAR,Quito,Pichincha,C,15,4.1622443,5490.0,0.3423221,hardware,7,0,0.98
10,LAWN AND GARDEN,Quito,Pichincha,C,15,0.025515212,26.0,0.9710145,hardware,7,0,0.98
10,LINGERIE,Quito,Pichincha,C,15,3.2400475,5453.0,0.23660977,hardware,7,0,0.98
10,"LIQUOR,WINE,BEER",Quito,Pichincha,C,15,12.1752825,20491.0,0.12007063,grocery,2,0,0.98
10,MAGAZINES,Quito,Pichincha,C,15,0.32200772,417.0,0.76201373,grocery,3,0,0.98
10,MEATS,Quito,Pichincha,C,15,186.97002,314670.53,0.002354326,perishable,1,3,0.5
10,PERSONAL CARE,Quito,Pichincha,C,15,178.71835,300783.0,0.002354326,grocery,2,0,0.98
10,PET SUPPLIES,Quito,Pichincha,C,15,0.42357415,557.0,0.7114951,grocery,3,0,0.98
10,PLAYERS AND ELECTRONICS,Quito,Pichincha,C,15,2.9605763,3905.0,0.26441947,hardware,7,0,0.98
10,POULTRY,Quito,Pichincha,C,15,175.25371,294952.0,0.002354326,perishable,1,3,0.5
10,PREPARED FOODS,Quito,Pichincha,C,15,20.84373,35080.0,0.002354326,perishable,1,2,0.5
10,PRODUCE,Quito,Pichincha,C,15,190.0977,250738.88,0.22696629,perishable,1,4,0.5618265777321704
10,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,C,15,0.75795054,858.0,0.90592337,grocery,3,0,0.98
10,SEAFOOD,Quito,Pichincha,C,15,2.878788,4845.0,0.25544438,perishable,1,2,0.5
11,AUTOMOTIVE,Cayambe,Pichincha,B,6,6.693999,11266.0,0.020600352,hardware,7,0,0.98
11,BABY CARE,Cayambe,Pichincha,B,6,0.25583267,318.0,0.81334394,grocery,3,0,0.98
11,BEAUTY,Cayambe,Pichincha,B,6,4.7587643,8009.0,0.04296645,grocery,3,0,0.98
11,BEVERAGES,Cayambe,Pichincha,B,6,3647.833,6.139303e+06,0.002354326,grocery,2,0,0.98
11,BREAD/BAKERY,Cayambe,Pichincha,B,6,606.5918,1.020894e+06,0.002354326,perishable,1,2,0.5
11,CELEBRATION,Cayambe,Pichincha,B,6,12.943897,17073.0,0.22696629,grocery,3,0,0.98
11,CLEANING,Cayambe,Pichincha,B,6,1945.208,3.273785e+06,0.002354326,grocery,2,0,0.98
11,DAIRY,Cayambe,Pichincha,B,6,513.1836,863688.0,0.002354326,perishable,1,5,0.5
11,DELI,Cayambe,Pichincha,B,6,430.52332,724570.75,0.002354326,perishable,1,3,0.5
11,EGGS,Cayambe,Pichincha,B,6,157.60666,265252.0,0.002354326,perishable,1,5,0.5
11,FROZEN FOODS,Cayambe,Pichincha,B,6,102.31242,172191.81,0.0029429076,grocery,2,0,0.98
11,GROCERY I,Cayambe,Pichincha,B,6,6562.655,1.1044948e+07,0.002354326,grocery,2,0,0.98
11,GROCERY II,Cayambe,Pichincha,B,6,17.467617,29398.0,0.007062978,grocery,3,0,0.98
11,HARDWARE,Cayambe,Pichincha,B,6,0.73143196,1231.0,0.54384935,hardware,7,0,0.98
11,HOME AND KITCHEN I,Cayambe,Pichincha,B,6,30.024261,39602.0,0.11460674,hardware,7,0,0.98
11,HOME AND KITCHEN II,Cayambe,Pichincha,B,6,17.74602,23407.0,0.11460674,hardware,7,0,0.98
11,HOME APPLIANCES,Cayambe,Pichincha,B,6,0.42014742,684.0,0.68248177,hardware,7,0,0.98
11,HOME CARE,Cayambe,Pichincha,B,6,420.64368,554829.0,0.2059925,grocery,2,0,0.98
11,LADIESWEAR,Cayambe,Pichincha,B,6,10.015922,13211.0,0.22921348,hardware,7,0,0.98
11,LAWN AND GARDEN,Cayambe,Pichincha,B,6,1.6410714,2757.0,0.38679245,hardware,7,0,0.98
11,LINGERIE,Cayambe,Pichincha,B,6,11.002377,18517.0,0.0076515595,hardware,7,0,0.98
11,"LIQUOR,WINE,BEER",Cayambe,Pichincha,B,6,44.248367,74470.0,0.10888758,grocery,2,0,0.98
11,MAGAZINES,Cayambe,Pichincha,B,6,1.8885496,2474.0,0.4524887,grocery,3,0,0.98
11,MEATS,Cayambe,Pichincha,B,6,620.96686,1.04508725e+06,0.002354326,perishable,1,3,0.5
11,PERSONAL CARE,Cayambe,Pichincha,B,6,392.32678,660286.0,0.002354326,grocery,2,0,0.98
11,PET SUPPLIES,Cayambe,Pichincha,B,6,1.2896134,1701.0,0.4284644,grocery,3,0,0.98
11,PLAYERS AND ELECTRONICS,Cayambe,Pichincha,B,6,9.910539,13072.0,0.22696629,hardware,7,0,0.98
11,POULTRY,Cayambe,Pichincha,B,6,511.33118,860570.4,0.002354326,perishable,1,3,0.5
11,PREPARED FOODS,Cayambe,Pichincha,B,6,54.92246,92434.5,0.002354326,perishable,1,2,0.5
11,PRODUCE,Cayambe,Pichincha,B,6,1008.22546,1.3298494e+06,0.22696629,perishable,1,4,0.5618265777321704
11,SCHOOL AND OFFICE SUPPLIES,Cayambe,Pichincha,B,6,5.0822544,6673.0,0.29345372,grocery,3,0,0.98
11,SEAFOOD,Cayambe,Pichincha,B,6,8.322044,14006.0,0.044143613,perishable,1,2,0.5
12,AUTOMOTIVE,Latacunga,Cotopaxi,C,15,4.755793,8004.0,0.07062978,hardware,7,0,0.98
12,BABY CARE,Latacunga,Cotopaxi,C,15,0.32427537,179.0,0.7394366,grocery,3,0,0.98
12,BEAUTY,Latacunga,Cotopaxi,C,15,0.96732026,1628.0,0.43084168,grocery,3,0,0.98
12,BEVERAGES,Latacunga,Cotopaxi,C,15,1297.2205,2.183222e+06,0.037669215,grocery,2,0,0.98
12,BREAD/BAKERY,Latacunga,Cotopaxi,C,15,186.6322,314102.0,0.037669215,perishable,1,2,0.5
12,CELEBRATION,Latacunga,Cotopaxi,C,15,7.8423047,10344.0,0.23071161,grocery,3,0,0.98
12,CLEANING,Latacunga,Cotopaxi,C,15,772.2561,1.299707e+06,0.037669215,grocery,2,0,0.98
12,DAIRY,Latacunga,Cotopaxi,C,15,335.59595,564808.0,0.037669215,perishable,1,5,0.5
12,DELI,Latacunga,Cotopaxi,C,15,196.6833,331018.0,0.037669215,perishable,1,3,0.5
12,EGGS,Latacunga,Cotopaxi,C,15,74.99525,126217.0,0.037669215,perishable,1,5,0.5
12,FROZEN FOODS,Latacunga,Cotopaxi,C,15,47.65071,80196.15,0.037669215,grocery,2,0,0.98
12,GROCERY I,Latacunga,Cotopaxi,C,15,2500.6084,4.208524e+06,0.037669215,grocery,2,0,0.98
12,GROCERY II,Latacunga,Cotopaxi,C,15,6.348782,10685.0,0.110064745,grocery,3,0,0.98
12,HARDWARE,Latacunga,Cotopaxi,C,15,0.979786,1648.0,0.45700824,hardware,7,0,0.98
12,HOME AND KITCHEN I,Latacunga,Cotopaxi,C,15,13.179682,17384.0,0.16179775,hardware,7,0,0.98
12,HOME AND KITCHEN II,Latacunga,Cotopaxi,C,15,10.677028,14083.0,0.1610487,hardware,7,0,0.98
12,HOME APPLIANCES,Latacunga,Cotopaxi,C,15,0.23503466,373.0,0.80411726,hardware,7,0,0.98
12,HOME CARE,Latacunga,Cotopaxi,C,15,143.82108,189700.0,0.2247191,grocery,2,0,0.98
12,LADIESWEAR,Latacunga,Cotopaxi,C,15,1.6557999,2184.0,0.764794,hardware,7,0,0.98
12,LAWN AND GARDEN,Latacunga,Cotopaxi,C,15,0.013422819,16.0,0.9826159,hardware,7,0,0.98
12,LINGERIE,Latacunga,Cotopaxi,C,15,6.473559,10895.0,0.09829311,hardware,7,0,0.98
12,"LIQUOR,WINE,BEER",Latacunga,Cotopaxi,C,15,38.34997,64543.0,0.1400824,grocery,2,0,0.98
12,MAGAZINES,Latacunga,Cotopaxi,C,15,0.9699538,1259.0,0.542618,grocery,3,0,0.98
12,MEATS,Latacunga,Cotopaxi,C,15,146.6166,246755.73,0.037669215,perishable,1,3,0.5
12,PERSONAL CARE,Latacunga,Cotopaxi,C,15,155.78906,262193.0,0.037669215,grocery,2,0,0.98
12,PET SUPPLIES,Latacunga,Cotopaxi,C,15,0.6611069,872.0,0.5857678,grocery,3,0,0.98
12,PLAYERS AND ELECTRONICS,Latacunga,Cotopaxi,C,15,3.7602427,4956.0,0.25937033,hardware,7,0,0.98
12,POULTRY,Latacunga,Cotopaxi,C,15,178.34523,300155.03,0.037669215,perishable,1,3,0.5
12,PREPARED FOODS,Latacunga,Cotopaxi,C,15,33.28996,56027.0,0.037669215,perishable,1,2,0.5
12,PRODUCE,Latacunga,Cotopaxi,C,15,259.32156,342045.12,0.22696629,perishable,1,4,0.5618265777321704
12,SCHOOL AND OFFICE SUPPLIES,Latacunga,Cotopaxi,C,15,0.8095238,918.0,0.8078261,grocery,3,0,0.98
12,SEAFOOD,Latacunga,Cotopaxi,C,15,2.7195485,4577.0,0.2954679,perishable,1,2,0.5
13,AUTOMOTIVE,Latacunga,Cotopaxi,C,15,5.5276294,9303.0,0.025309006,hardware,7,0,0.98
13,BEAUTY,Latacunga,Cotopaxi,C,15,1.2822341,2158.0,0.3466745,grocery,3,0,0.98
13,BEVERAGES,Latacunga,Cotopaxi,C,15,1291.322,2.173295e+06,0.002354326,grocery,2,0,0.98
13,BREAD/BAKERY,Latacunga,Cotopaxi,C,15,164.72192,277227.0,0.002354326,perishable,1,2,0.5
13,CELEBRATION,Latacunga,Cotopaxi,C,15,5.242608,6915.0,0.2576779,grocery,3,0,0.98
13,CLEANING,Latacunga,Cotopaxi,C,15,780.1581,1.313006e+06,0.002354326,grocery,2,0,0.98
13,DAIRY,Latacunga,Cotopaxi,C,15,270.01782,454440.0,0.002354326,perishable,1,5,0.5
13,DELI,Latacunga,Cotopaxi,C,15,158.66072,267026.0,0.002354326,perishable,1,3,0.5
13,EGGS,Latacunga,Cotopaxi,C,15,52.26619,87964.0,0.002354326,perishable,1,5,0.5
13,FROZEN FOODS,Latacunga,Cotopaxi,C,15,33.289883,56026.875,0.002354326,grocery,2,0,0.98
13,GROCERY I,Latacunga,Cotopaxi,C,15,2715.4373,4.570081e+06,0.002354326,grocery,2,0,0.98
13,GROCERY II,Latacunga,Cotopaxi,C,15,7.3018417,12289.0,0.0924073,grocery,3,0,0.98
13,HARDWARE,Latacunga,Cotopaxi,C,15,0.53690475,902.0,0.6839623,hardware,7,0,0.98
13,HOME AND KITCHEN I,Latacunga,Cotopaxi,C,15,13.630781,17979.0,0.12284644,hardware,7,0,0.98
13,HOME AND KITCHEN II,Latacunga,Cotopaxi,C,15,10.3116,13601.0,0.115355805,hardware,7,0,0.98
13,HOME APPLIANCES,Latacunga,Cotopaxi,C,15,0.1605166,261.0,0.85261875,hardware,7,0,0.98
13,HOME CARE,Latacunga,Cotopaxi,C,15,136.55496,180116.0,0.2059925,grocery,2,0,0.98
13,LADIESWEAR,Latacunga,Cotopaxi,C,15,3.4685369,4575.0,0.3220974,hardware,7,0,0.98
13,LAWN AND GARDEN,Latacunga,Cotopaxi,C,15,0.017632242,21.0,0.9792875,hardware,7,0,0.98
13,LINGERIE,Latacunga,Cotopaxi,C,15,3.0653596,5159.0,0.20306063,hardware,7,0,0.98
13,"LIQUOR,WINE,BEER",Latacunga,Cotopaxi,C,15,32.300655,54362.0,0.109476164,grocery,2,0,0.98
13,MAGAZINES,Latacunga,Cotopaxi,C,15,0.58980215,775.0,0.6571429,grocery,3,0,0.98
13,MEATS,Latacunga,Cotopaxi,C,15,153.3165,258031.66,0.002354326,perishable,1,3,0.5
13,PERSONAL CARE,Latacunga,Cotopaxi,C,15,180.25609,303371.0,0.002354326,grocery,2,0,0.98
13,PET SUPPLIES,Latacunga,Cotopaxi,C,15,0.30898023,406.0,0.76165414,grocery,3,0,0.98
13,PLAYERS AND ELECTRONICS,Latacunga,Cotopaxi,C,15,3.0326004,4000.0,0.27715355,hardware,7,0,0.98
13,POULTRY,Latacunga,Cotopaxi,C,15,118.63833,199668.31,0.002354326,perishable,1,3,0.5
13,PREPARED FOODS,Latacunga,Cotopaxi,C,15,27.600714,46452.0,0.002354326,perishable,1,2,0.5
13,PRODUCE,Latacunga,Cotopaxi,C,15,151.26778,199522.2,0.22696629,perishable,1,4,0.5618265777321704
13,SCHOOL AND OFFICE SUPPLIES,Latacunga,Cotopaxi,C,15,0.62247586,709.0,0.851948,grocery,3,0,0.98
13,SEAFOOD,Latacunga,Cotopaxi,C,15,2.0225787,3404.0,0.36727488,perishable,1,2,0.5
14,AUTOMOTIVE,Riobamba,Chimborazo,C,7,3.6203208,6093.0,0.118304886,hardware,7,0,0.98
14,BABY CARE,Riobamba,Chimborazo,C,7,0.023706896,11.0,0.95,grocery,3,0,0.98
14,BEAUTY,Riobamba,Chimborazo,C,7,1.2697564,2137.0,0.4208358,grocery,3,0,0.98
14,BEVERAGES,Riobamba,Chimborazo,C,7,963.9091,1.622259e+06,0.024720423,grocery,2,0,0.98
14,BREAD/BAKERY,Riobamba,Chimborazo,C,7,191.85443,322891.0,0.024720423,perishable,1,2,0.5
14,CELEBRATION,Riobamba,Chimborazo,C,7,5.968158,7872.0,0.25018728,grocery,3,0,0.98
14,CLEANING,Riobamba,Chimborazo,C,7,1092.3981,1.838506e+06,0.024720423,grocery,2,0,0.98
14,DAIRY,Riobamba,Chimborazo,C,7,351.97446,592373.0,0.024720423,perishable,1,5,0.5
14,DELI,Riobamba,Chimborazo,C,7,220.53238,371156.0,0.024720423,perishable,1,3,0.5
14,EGGS,Riobamba,Chimborazo,C,7,37.634583,63339.0,0.024720423,perishable,1,5,0.5
14,FROZEN FOODS,Riobamba,Chimborazo,C,7,61.62492,103714.74,0.024720423,grocery,2,0,0.98
14,GROCERY I,Riobamba,Chimborazo,C,7,2651.9937,4.4633055e+06,0.024720423,grocery,2,0,0.98
14,GROCERY II,Riobamba,Chimborazo,C,7,6.0831847,10238.0,0.110653326,grocery,3,0,0.98
14,HARDWARE,Riobamba,Chimborazo,C,7,0.34048897,571.0,0.74896634,hardware,7,0,0.98
14,HOME AND KITCHEN I,Riobamba,Chimborazo,C,7,15.585292,20557.0,0.12584269,hardware,7,0,0.98
14,HOME AND KITCHEN II,Riobamba,Chimborazo,C,7,15.81956,20866.0,0.12209738,hardware,7,0,0.98
14,HOME APPLIANCES,Riobamba,Chimborazo,C,7,0.20160791,326.0,0.81812614,hardware,7,0,0.98
14,HOME CARE,Riobamba,Chimborazo,C,7,196.30174,258922.0,0.21348314,grocery,2,0,0.98
14,LADIESWEAR,Riobamba,Chimborazo,C,7,1.227445,1619.0,0.8674157,hardware,7,0,0.98
14,LINGERIE,Riobamba,Chimborazo,C,7,4.7528224,7999.0,0.12713361,hardware,7,0,0.98
14,"LIQUOR,WINE,BEER",Riobamba,Chimborazo,C,7,25.240047,42479.0,0.12831077,grocery,2,0,0.98
14,MAGAZINES,Riobamba,Chimborazo,C,7,1.037037,1344.0,0.5121951,grocery,3,0,0.98
14,MEATS,Riobamba,Chimborazo,C,7,301.05185,506670.25,0.024720423,perishable,1,3,0.5
14,PERSONAL CARE,Riobamba,Chimborazo,C,7,274.8461,462566.0,0.024720423,grocery,2,0,0.98
14,PET SUPPLIES,Riobamba,Chimborazo,C,7,0.56330556,743.0,0.62996256,grocery,3,0,0.98
14,PLAYERS AND ELECTRONICS,Riobamba,Chimborazo,C,7,3.8134952,5030.0,0.2599251,hardware,7,0,0.98
14,POULTRY,Riobamba,Chimborazo,C,7,94.86799,159662.83,0.025309006,perishable,1,3,0.5
14,PREPARED FOODS,Riobamba,Chimborazo,C,7,60.705883,102168.0,0.024720423,perishable,1,2,0.5
14,PRODUCE,Riobamba,Chimborazo,C,7,291.6546,384692.44,0.23445693,perishable,1,4,0.5618265777321704
14,SCHOOL AND OFFICE SUPPLIES,Riobamba,Chimborazo,C,7,0.492511,559.0,0.8496959,grocery,3,0,0.98
14,SEAFOOD,Riobamba,Chimborazo,C,7,4.3071895,7249.0,0.21777517,perishable,1,2,0.5
15,AUTOMOTIVE,Ibarra,Imbabura,C,15,2.6856804,4520.0,0.133608,hardware,7,0,0.98
15,BABY CARE,Ibarra,Imbabura,C,15,1.3871818,1580.0,0.5082251,grocery,3,0,0.98
15,BEAUTY,Ibarra,Imbabura,C,15,1.9304813,3249.0,0.22366098,grocery,3,0,0.98
15,BEVERAGES,Ibarra,Imbabura,C,15,1237.3885,2.082525e+06,0.002354326,grocery,2,0,0.98
15,BREAD/BAKERY,Ibarra,Imbabura,C,15,152.92989,257381.0,0.002354326,perishable,1,2,0.5
15,CELEBRATION,Ibarra,Imbabura,C,15,3.8544352,5084.0,0.3011236,grocery,3,0,0.98
15,CLEANING,Ibarra,Imbabura,C,15,873.2222,1.469633e+06,0.002354326,grocery,2,0,0.98
15,DAIRY,Ibarra,Imbabura,C,15,302.59775,509272.0,0.002354326,perishable,1,5,0.5
15,DELI,Ibarra,Imbabura,C,15,271.20618,456440.0,0.002354326,perishable,1,3,0.5
15,EGGS,Ibarra,Imbabura,C,15,78.65954,132384.0,0.002354326,perishable,1,5,0.5
15,FROZEN FOODS,Ibarra,Imbabura,C,15,64.10094,107881.88,0.002354326,grocery,2,0,0.98
15,GROCERY I,Ibarra,Imbabura,C,15,2720.2744,4.578222e+06,0.002354326,grocery,2,0,0.98
15,GROCERY II,Ibarra,Imbabura,C,15,9.675579,16284.0,0.052972335,grocery,3,0,0.98
15,HARDWARE,Ibarra,Imbabura,C,15,0.9144385,1539.0,0.45968217,hardware,7,0,0.98
15,HOME AND KITCHEN I,Ibarra,Imbabura,C,15,37.6884,49711.0,0.11460674,hardware,7,0,0.98
15,HOME AND KITCHEN II,Ibarra,Imbabura,C,15,13.326763,17578.0,0.11910112,hardware,7,0,0.98
15,HOME APPLIANCES,Ibarra,Imbabura,C,15,0.11593341,195.0,0.8892815,hardware,7,0,0.98
15,HOME CARE,Ibarra,Imbabura,C,15,187.57771,247415.0,0.2059925,grocery,2,0,0.98
15,LADIESWEAR,Ibarra,Imbabura,C,15,7.191054,9485.0,0.2554307,hardware,7,0,0.98
15,LAWN AND GARDEN,Ibarra,Imbabura,C,15,0.012594459,15.0,0.9842585,hardware,7,0,0.98
15,LINGERIE,Ibarra,Imbabura,C,15,4.718954,7942.0,0.07828134,hardware,7,0,0.98
15,"LIQUOR,WINE,BEER",Ibarra,Imbabura,C,15,24.669043,41518.0,0.10888758,grocery,2,0,0.98
15,MAGAZINES,Ibarra,Imbabura,C,15,0.97301465,1262.0,0.5445545,grocery,3,0,0.98
15,MEATS,Ibarra,Imbabura,C,15,125.81489,211746.45,0.002354326,perishable,1,3,0.5
15,PERSONAL CARE,Ibarra,Imbabura,C,15,181.54308,305537.0,0.002354326,grocery,2,0,0.98
15,PET SUPPLIES,Ibarra,Imbabura,C,15,0.51336896,672.0,0.6679245,grocery,3,0,0.98
15,PLAYERS AND ELECTRONICS,Ibarra,Imbabura,C,15,3.4063685,4493.0,0.26067415,hardware,7,0,0.98
15,POULTRY,Ibarra,Imbabura,C,15,124.797775,209909.86,0.0029446408,perishable,1,3,0.5
15,PREPARED FOODS,Ibarra,Imbabura,C,15,30.882948,51976.0,0.002354326,perishable,1,2,0.5
15,PRODUCE,Ibarra,Imbabura,C,15,497.54868,656266.7,0.22696629,perishable,1,4,0.5618265777321704
15,SCHOOL AND OFFICE SUPPLIES,Ibarra,Imbabura,C,15,0.6390845,726.0,0.9019097,grocery,3,0,0.98
15,SEAFOOD,Ibarra,Imbabura,C,15,5.244801,8827.0,0.101824604,perishable,1,2,0.5
16,AUTOMOTIVE,Santo Domingo,Santo Domingo de los Tsachilas,C,3,5.756387,9688.0,0.027663331,hardware,7,0,0.98
16,BABY CARE,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0.1520693,158.0,0.885308,grocery,3,0,0.98
16,BEAUTY,Santo Domingo,Santo Domingo de los Tsachilas,C,3,0.8745541,1471.0,0.52120143,grocery,3,0,0.98
16,BEVERAGES,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1084.8889,1.825868e+06,0.002354326,grocery,2,0,0.98
16,BREAD/BAKERY,Santo Domingo,Santo Domingo de los Tsachilas,C,3,202.06418,340074.0,0.002354326,perishable,1,2,0.5
16,CELEBRATION,Santo Domingo,Santo Domingo de los Tsachilas,C,3,4.6156178,6088.0,0.25692883,grocery,3,0,0.98
16,CLEANING,Santo Domingo,Santo Domingo de los Tsachilas,C,3,1002.37787,1.687002e+06,0.002354326,grocery,2,0,0.98
16,DAIRY,Santo Domingo,Santo Domingo de los Tsachilas,C,3,244.85739,412095.0,0.002354326,perishable,1,5,0.5
16,DELI,Santo Domingo,Santo Domingo de los Tsachilas,C,3,214.09091,360315.0,0.002354326,perishable,1,3,0.5
16,EGGS,Santo Domingo,Santo Domingo de los Tsachilas,C,3,177.95602,299500.0,0.002354326,perishable,1,5,0.5
